Canadian Oil Recovery & Remediation Enterprises Ltd.","CVR
Ceiba Energy Services Inc.","CEB
Formation Fluid Management Inc.","FFM
FSI Energy Group Inc","FSI
MCW Energy Group Limited","MCW
New West Energy Services Inc","NWE
Questor Technology Inc.","QST
RDX Technologies Corporation","RDX
Augusta Industries Inc","AAO
Aveda Transportation and Energy Services Inc","AVE
Cordy Oilfield Services Inc.","CKK
CWC Energy Services Corp.","CWC
Dalmac Energy Inc.","DAL
Divergent Energy Services Corp.","DVG
Divestco Inc.","DVT
Enseco Energy Services Corp","ENS
Estrella International Energy Services Ltd","EEN
Eurocontrol Technics Group Inc","EUO
Gemini Corporation","GKX
Great Prairie Energy Services Inc.","GPE
Intercept Energy Services Inc.","IES
Leader Energy Services Ltd.","LEA
Lonestar West Inc","LSI
MATRRIX Energy Technologies Inc","MXX
Northern Frontier Corp.","FFF
NXT Energy Solutions Inc","SFD
ONEnergy Inc.","OEG
Raise Production Inc","RPC
Seaway Energy Services Inc","SEW
Titan Logix Corp.","TLA
Cabo Drilling Corp.","CBE
Energold Drilling Corp.","EGD
Macro Enterprises Inc.","MCR